Sort,Data filename,Start,End,Runtime (s),cpu_clk_unhalted.thread_any,cpu_clk_unhalted.thread_any:k,cpu_clk_unhalted.thread_any:u,cs,cs:k,cs:u,dtlb_load_misses.miss_causes_a_walk,dtlb_load_misses.miss_causes_a_walk:k,dtlb_load_misses.miss_causes_a_walk:u,dtlb_load_misses.walk_active,dtlb_load_misses.walk_active:k,dtlb_load_misses.walk_active:u,dtlb_store_misses.miss_causes_a_walk,dtlb_store_misses.miss_causes_a_walk:k,dtlb_store_misses.miss_causes_a_walk:u,dtlb_store_misses.walk_active,dtlb_store_misses.walk_active:k,dtlb_store_misses.walk_active:u,faults,faults:k,faults:u,inst_retired.any,inst_retired.any:k,inst_retired.any:u,migrations,migrations:k,migrations:u
6,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140525160103936_140527416639488____-2021-11-24-00-46-36-172111957.mmu,0x7fce90400000,0x7fcf16c00000,5908.669196,48727245030110,1112811754842,47638333537189,55656,55656,0,52635517992,385392324,52267530857,1437179210339,19580491320,1417145190379,3509337883,337120894,3173251896,104709529597,14311568285,90330745675,139059416,3,139059413,57438221303104,697814233748,56727124423981,12,12,0
6,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140525160103936_140527416639488____-2021-11-24-00-52-14-817198357.mmu,0x7fce90400000,0x7fcf16c00000,5921.27603,48887651005585,1131409488202,47789910650849,53104,53104,0,53415772055,780895461,52626439243,1454037770290,28835975037,1424082386896,3604117917,447781857,3152540587,107834763410,17296989652,90449332948,139059416,3,139059413,57435517727727,701506511407,56742925521936,3,3,0
6,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140525160103936_140527416639488____-2021-11-24-00-52-47-260262681.mmu,0x7fce90400000,0x7fcf16c00000,5936.023421,49061740188136,1116941093096,47967118539734,53184,53184,0,52755074019,449584333,52306562943,1438724499036,20617131960,1417801020052,3539963938,363748799,3179600027,105654083516,15073076206,90663819596,139059416,3,139059413,57429523325767,697874125783,56737338768218,7,7,0
6,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140525160103936_140527416639488____-2021-11-24-01-14-08-478130760.mmu,0x7fce90400000,0x7fcf16c00000,5909.554154,48769733284285,1115363930119,47681893348887,59022,59022,0,52680335423,393472579,52276071931,1438898309812,21111214966,1417018546431,3502088344,335345360,3168253910,104934723229,14351373856,90589354902,139059416,3,139059413,57432124178038,697141079455,56739299530429,9,9,0
6,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140525160103936_140527416639488____-2021-11-24-01-16-13-250725275.mmu,0x7fce90400000,0x7fcf16c00000,6015.570959,49815212197368,1129078648147,48708509100923,54008,54008,0,52765933082,459000073,52303748379,1438684319910,20314987527,1418293417161,3488819714,370045242,3120943604,104619513143,15146883178,89595807875,139059416,3,139059413,57437611778518,703068958296,56732413463486,6,6,0
7,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140527416639488_140529673175040____-2021-11-22-13-48-36-620990291.mmu,0x7fcf16c00000,0x7fcf9d400000,5935.050072,48991337987061,1126289263376,47891194532193,55313,55313,0,52751497008,448543964,52312871338,1437493218425,21269915429,1416149842719,3523214117,356605593,3164519937,105816577081,15234169949,90453036477,139059414,3,139059411,57433711953201,698979789518,56736098505005,115,115,0
7,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140527416639488_140529673175040____-2021-11-22-13-57-16-618591267.mmu,0x7fcf16c00000,0x7fcf9d400000,5904.223123,48730271638155,1118280908459,47646136660697,52815,52815,0,52714673864,418196616,52282446495,1439728708789,20557777268,1418599705742,3510371074,341306054,3166551078,105046629450,14449463250,90478863610,139059416,3,139059413,57427409512516,699159859919,56745565839193,9,9,0
7,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140527416639488_140529673175040____-2021-11-24-01-17-19-294525284.mmu,0x7fcf16c00000,0x7fcf9d400000,5949.322594,49174901301819,1116819842491,48084020072883,53388,53388,0,52711012708,414146659,52274241223,1434750031416,17656346461,1416080822869,3517831786,358460799,3160114543,104834118168,14595890775,90283955580,139059415,3,139059412,57436673644684,699338474888,56733164505059,6,6,0
7,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140527416639488_140529673175040____-2021-11-24-01-17-19-891167817.mmu,0x7fcf16c00000,0x7fcf9d400000,5976.348537,49446053105977,1124254042256,48350696099404,53115,53115,0,52694010494,452437489,52267524814,1437932443384,20880454293,1416945862107,3513502310,356630996,3154247884,104848861113,14584750477,90191906528,139059416,3,139059413,57435150587055,702497638183,56739635436772,0,0,0
7,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140527416639488_140529673175040____-2021-11-24-01-18-54-928261713.mmu,0x7fcf16c00000,0x7fcf9d400000,5991.662599,49618003572213,1130167794585,48518846012571,53545,53545,0,52553036378,402006170,52188344358,1435035332545,19476004102,1415214374947,3520611308,361752916,3159907517,105276561756,14972726334,90303600318,139059416,3,139059413,57438293105104,702859568075,56739613032440,3,3,0
8,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140529673175040_140531929710592____-2021-11-22-14-35-22-514594723.mmu,0x7fcf9d400000,0x7fd023c00000,6071.686293,50446761408580,1138813867192,49333976939725,54420,54420,0,52705275583,417554467,52265533651,1439123337404,20715164967,1417749665634,3515341350,349571950,3165060849,105501066394,14820014999,90696377783,139064008,3,139064005,57442213304703,709538908647,56734485406490,6,6,0
8,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140529673175040_140531929710592____-2021-11-22-14-37-00-422295648.mmu,0x7fcf9d400000,0x7fd023c00000,6075.519996,50430553564435,1147252062115,49310368389014,58373,58373,0,52822501068,472840557,52339711593,1438873695787,21243835437,1416894334682,3538925332,352003529,3185043766,105347927941,14454182921,90804593527,139059416,3,139059413,57436722390559,708945230524,56737758764525,6,6,0
8,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140529673175040_140531929710592____-2021-11-22-14-37-01-838093716.mmu,0x7fcf9d400000,0x7fd023c00000,6072.95774,50455510394269,1149411242487,49334579600692,55471,55471,0,52622493604,394212227,52215189103,1431538440743,18092967385,1413239920850,3500898095,334044172,3164216164,104439172649,14010858115,90473770814,139360395,3,139360392,57444138077782,716501844022,56740034250591,10,10,0
8,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140529673175040_140531929710592____-2021-11-22-14-37-03-242345433.mmu,0x7fcf9d400000,0x7fd023c00000,6078.218017,50467295630750,1160703806299,49332045127228,54421,54421,0,52753831111,431606377,52336089060,1439057536250,21736960022,1417217150854,3525717012,359364615,3168193637,105731671991,15071950681,90676459885,139317079,3,139317076,57442941302745,714246280372,56736147289141,3,3,0
8,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____140529673175040_140531929710592____-2021-11-22-14-44-13-011947555.mmu,0x7fcf9d400000,0x7fd023c00000,6074.933579,50455451752535,1151591316572,49335138138635,54616,54616,0,53340773938,761418907,52576377353,1453247522424,27711463695,1424732524301,3588878590,429750462,3157333172,107526335591,16673403051,90793225914,139067548,3,139067545,57456179378722,709151121145,56735562458150,0,0,0
